,iter,drug,tissue,model,transform,num_genes,balance_Weights,acc,auc
217,17,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
218,18,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
219,19,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
220,20,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
221,21,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
222,22,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
223,23,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
224,24,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
225,25,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
226,26,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
227,27,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
228,28,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
229,29,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
230,30,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
231,31,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
232,32,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
233,33,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
234,34,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
235,35,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
236,36,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
237,37,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
238,38,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
239,39,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
240,40,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
241,41,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
242,42,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
243,43,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
244,44,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
245,45,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
246,46,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
247,47,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
248,48,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
249,49,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
250,0,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.5429841897233201
251,1,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.642292490118577
252,2,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.5299407114624506
253,3,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6456521739130434
254,4,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6867588932806323
255,5,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6219367588932806
256,6,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6564229249011858
257,7,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6308300395256917
258,8,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.659189723320158
259,9,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6717391304347826
260,10,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.5342885375494071
261,11,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6639328063241107
262,12,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6764822134387352
263,13,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.642391304347826
264,14,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6785573122529645
265,15,Atezo,BLCA,LR,log_tpm,5,False,0.7531380753138075,0.5597826086956521
266,16,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6513833992094863
267,17,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6246047430830038
268,18,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6768774703557312
269,19,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6161067193675889
270,20,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6370553359683794
271,21,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6761857707509882
272,22,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.5912055335968379
273,23,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6609683794466402
274,24,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6666007905138339
275,25,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6229249011857707
276,26,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6705533596837945
277,27,Atezo,BLCA,LR,log_tpm,5,False,0.7322175732217573,0.5176877470355732
278,28,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6596837944664031
279,29,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.641699604743083
280,30,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6293478260869565
281,31,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6281620553359684
282,32,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6427865612648221
283,33,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.642292490118577
284,34,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6017786561264822
285,35,Atezo,BLCA,LR,log_tpm,5,False,0.7196652719665272,0.5447628458498024
286,36,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6396245059288537
287,37,Atezo,BLCA,LR,log_tpm,5,False,0.7531380753138075,0.4846837944664032
288,38,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6278656126482214
289,39,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6432806324110673
290,40,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6572134387351779
291,41,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6459486166007905
292,42,Atezo,BLCA,LR,log_tpm,5,False,0.7615062761506276,0.5692687747035573
293,43,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.608596837944664
294,44,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.5649209486166007
295,45,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6633399209486166
296,46,Atezo,BLCA,LR,log_tpm,5,False,0.7656903765690377,0.5486166007905139
297,47,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6491106719367589
298,48,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6263833992094862
299,49,Atezo,BLCA,LR,log_tpm,5,False,0.7698744769874477,0.6572134387351779
300,0,Atezo,BLCA,RF,log_tpm,5,False,0.7531380753138075,0.5873517786561265
301,1,Atezo,BLCA,RF,log_tpm,5,False,0.7531380753138075,0.574901185770751
302,2,Atezo,BLCA,RF,log_tpm,5,False,0.7071129707112971,0.55098814229249
303,3,Atezo,BLCA,RF,log_tpm,5,False,0.7364016736401674,0.6752470355731226
304,4,Atezo,BLCA,RF,log_tpm,5,False,0.7782426778242678,0.5962450592885375
305,5,Atezo,BLCA,RF,log_tpm,5,False,0.7531380753138075,0.5918478260869564
306,6,Atezo,BLCA,RF,log_tpm,5,False,0.7782426778242678,0.6337450592885374
307,7,Atezo,BLCA,RF,log_tpm,5,False,0.7573221757322176,0.6232213438735178
308,8,Atezo,BLCA,RF,log_tpm,5,False,0.7364016736401674,0.6009881422924901
309,9,Atezo,BLCA,RF,log_tpm,5,False,0.7740585774058577,0.6046442687747036
310,10,Atezo,BLCA,RF,log_tpm,5,False,0.7322175732217573,0.5667984189723321
311,11,Atezo,BLCA,RF,log_tpm,5,False,0.7112970711297071,0.4801383399209487
312,12,Atezo,BLCA,RF,log_tpm,5,False,0.7698744769874477,0.6475296442687748
313,13,Atezo,BLCA,RF,log_tpm,5,False,0.7238493723849372,0.5918478260869565
314,14,Atezo,BLCA,RF,log_tpm,5,False,0.7573221757322176,0.6222332015810277
315,15,Atezo,BLCA,RF,log_tpm,5,False,0.7531380753138075,0.5320652173913043
316,16,Atezo,BLCA,RF,log_tpm,5,False,0.7322175732217573,0.5516798418972332
317,17,Atezo,BLCA,RF,log_tpm,5,False,0.7531380753138075,0.6686758893280632
